slug,image_index,role,file_name,r2_key,url,width,height,bytes,source_url
e-commerce-main-image-earbuds-e-commerce-infographic,1,cover,e-commerce-main-image-earbuds-e-commerce-infographic-01.webp,assets/images/gallery/e-commerce-main-image-earbuds-e-commerce-infographic-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-earbuds-e-commerce-infographic-01.webp,1800,1200,155722,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case155/output.jpg
e-commerce-main-image-sustainable-t-shirt-plantable-tag-ad,1,cover,e-commerce-main-image-sustainable-t-shirt-plantable-tag-ad-01.webp,assets/images/gallery/e-commerce-main-image-sustainable-t-shirt-plantable-tag-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-sustainable-t-shirt-plantable-tag-ad-01.webp,1800,2250,185266,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case156/output.jpg
e-commerce-main-image-elegant-cosmetic-poster-prompt,1,cover,e-commerce-main-image-elegant-cosmetic-poster-prompt-01.webp,assets/images/gallery/e-commerce-main-image-elegant-cosmetic-poster-prompt-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-elegant-cosmetic-poster-prompt-01.webp,1800,1716,131174,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case157/output.jpg
e-commerce-main-image-minimalist-product-ad-pure-crunch,1,cover,e-commerce-main-image-minimalist-product-ad-pure-crunch-01.webp,assets/images/gallery/e-commerce-main-image-minimalist-product-ad-pure-crunch-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-minimalist-product-ad-pure-crunch-01.webp,1800,2400,88212,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case158/output.jpg
e-commerce-main-image-pastel-blue-crocs-fashion-ad,1,cover,e-commerce-main-image-pastel-blue-crocs-fashion-ad-01.webp,assets/images/gallery/e-commerce-main-image-pastel-blue-crocs-fashion-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-pastel-blue-crocs-fashion-ad-01.webp,1800,2400,162038,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case159/output.jpg
e-commerce-main-image-9-panel-product-tvc-storyboard,1,cover,e-commerce-main-image-9-panel-product-tvc-storyboard-01.webp,assets/images/gallery/e-commerce-main-image-9-panel-product-tvc-storyboard-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-main-image-9-panel-product-tvc-storyboard-01.webp,1800,3198,341834,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case160/output.jpg
e-commerce-live-stream-ui-mockup,1,cover,e-commerce-live-stream-ui-mockup-01.webp,assets/images/gallery/e-commerce-live-stream-ui-mockup-01.webp,https://cdn.aigptimage.com/assets/images/gallery/e-commerce-live-stream-ui-mockup-01.webp,1800,1977,176572,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/ui_case89/output.jpg
4-panel-japanese-digital-ad-banner-grid,1,cover,4-panel-japanese-digital-ad-banner-grid-01.webp,assets/images/gallery/4-panel-japanese-digital-ad-banner-grid-01.webp,https://cdn.aigptimage.com/assets/images/gallery/4-panel-japanese-digital-ad-banner-grid-01.webp,1800,1800,388520,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/ui_case90/output.jpg
anime-character-brand-identity-merch-board,1,cover,anime-character-brand-identity-merch-board-01.webp,assets/images/gallery/anime-character-brand-identity-merch-board-01.webp,https://cdn.aigptimage.com/assets/images/gallery/anime-character-brand-identity-merch-board-01.webp,1800,2700,248352,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case112/output.jpg
dark-mode-marketing-case-study-ui,1,cover,dark-mode-marketing-case-study-ui-01.webp,assets/images/gallery/dark-mode-marketing-case-study-ui-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dark-mode-marketing-case-study-ui-01.webp,1800,3793,210086,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case108/output.jpg
18-panel-mascot-brand-identity-document,1,cover,18-panel-mascot-brand-identity-document-01.webp,assets/images/gallery/18-panel-mascot-brand-identity-document-01.webp,https://cdn.aigptimage.com/assets/images/gallery/18-panel-mascot-brand-identity-document-01.webp,1800,2700,321620,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case107/output.jpg
japanese-chinese-food-delivery-flyer,1,cover,japanese-chinese-food-delivery-flyer-01.webp,assets/images/gallery/japanese-chinese-food-delivery-flyer-01.webp,https://cdn.aigptimage.com/assets/images/gallery/japanese-chinese-food-delivery-flyer-01.webp,1800,2411,585696,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case166/output.jpg
pastel-jellyfish-room-goods-poster,1,cover,pastel-jellyfish-room-goods-poster-01.webp,assets/images/gallery/pastel-jellyfish-room-goods-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/pastel-jellyfish-room-goods-poster-01.webp,1800,2406,188902,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case167/output.jpg
magical-seed-packet-diorama,1,cover,magical-seed-packet-diorama-01.webp,assets/images/gallery/magical-seed-packet-diorama-01.webp,https://cdn.aigptimage.com/assets/images/gallery/magical-seed-packet-diorama-01.webp,1800,1202,252728,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case143/output.jpg
luxury-chronograph-watch-ad,1,cover,luxury-chronograph-watch-ad-01.webp,assets/images/gallery/luxury-chronograph-watch-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-chronograph-watch-ad-01.webp,1800,1800,165732,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case144/output.jpg
neon-nike-lumina-ad-poster,1,cover,neon-nike-lumina-ad-poster-01.webp,assets/images/gallery/neon-nike-lumina-ad-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/neon-nike-lumina-ad-poster-01.webp,1800,2250,226378,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case145/output.jpg
streetwear-sneaker-poster-ad,1,cover,streetwear-sneaker-poster-ad-01.webp,assets/images/gallery/streetwear-sneaker-poster-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/streetwear-sneaker-poster-ad-01.webp,1800,2400,380820,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case146/output.jpg
editorial-osaka-six-sweatshirt-ad,1,cover,editorial-osaka-six-sweatshirt-ad-01.webp,assets/images/gallery/editorial-osaka-six-sweatshirt-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/editorial-osaka-six-sweatshirt-ad-01.webp,1800,3200,140054,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case147/output.jpg
editorial-perfume-shot-on-moss,1,cover,editorial-perfume-shot-on-moss-01.webp,assets/images/gallery/editorial-perfume-shot-on-moss-01.webp,https://cdn.aigptimage.com/assets/images/gallery/editorial-perfume-shot-on-moss-01.webp,1800,2250,185748,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case148/output.jpg
editorial-perfume-bottle-in-golden-fur,1,cover,editorial-perfume-bottle-in-golden-fur-01.webp,assets/images/gallery/editorial-perfume-bottle-in-golden-fur-01.webp,https://cdn.aigptimage.com/assets/images/gallery/editorial-perfume-bottle-in-golden-fur-01.webp,1800,2250,187448,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case149/output.jpg
luxury-miniature-dubai-city-model,1,cover,luxury-miniature-dubai-city-model-01.webp,assets/images/gallery/luxury-miniature-dubai-city-model-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-miniature-dubai-city-model-01.webp,1800,1029,148164,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case150/output.jpg
parody-luxury-product-advertisement,1,cover,parody-luxury-product-advertisement-01.webp,assets/images/gallery/parody-luxury-product-advertisement-01.webp,https://cdn.aigptimage.com/assets/images/gallery/parody-luxury-product-advertisement-01.webp,1800,2250,443626,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case131/output.jpg
vr-headset-exploded-view-poster,1,cover,vr-headset-exploded-view-poster-01.webp,assets/images/gallery/vr-headset-exploded-view-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/vr-headset-exploded-view-poster-01.webp,1800,2700,202648,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case109/output.jpg
convenience-store-neon-portrait,1,cover,convenience-store-neon-portrait-01.webp,assets/images/gallery/convenience-store-neon-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/convenience-store-neon-portrait-01.webp,1800,2700,176602,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case1/output.jpg
cinematic-minimal-portrait,1,cover,cinematic-minimal-portrait-01.webp,assets/images/gallery/cinematic-minimal-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/cinematic-minimal-portrait-01.webp,1800,2700,91376,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case2/output.jpg
japanese-onsen-ryokan-portrait,1,cover,japanese-onsen-ryokan-portrait-01.webp,assets/images/gallery/japanese-onsen-ryokan-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/japanese-onsen-ryokan-portrait-01.webp,1800,2700,190024,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case3/output.jpg
35mm-flash-editorial-portrait,1,cover,35mm-flash-editorial-portrait-01.webp,assets/images/gallery/35mm-flash-editorial-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/35mm-flash-editorial-portrait-01.webp,1800,3198,190486,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case4/output.jpg
mirror-selfie-bedroom-portrait,1,cover,mirror-selfie-bedroom-portrait-01.webp,assets/images/gallery/mirror-selfie-bedroom-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/mirror-selfie-bedroom-portrait-01.webp,1800,2400,157778,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case5/output.jpg
soft-airy-35mm-portrait,1,cover,soft-airy-35mm-portrait-01.webp,assets/images/gallery/soft-airy-35mm-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/soft-airy-35mm-portrait-01.webp,1800,2400,251562,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case6/output.jpg
luxury-glam-beauty-portrait,1,cover,luxury-glam-beauty-portrait-01.webp,assets/images/gallery/luxury-glam-beauty-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-glam-beauty-portrait-01.webp,1800,2700,293394,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case7/output.jpg
9-16-cosplayer-portrait-screenshot,1,cover,9-16-cosplayer-portrait-screenshot-01.webp,assets/images/gallery/9-16-cosplayer-portrait-screenshot-01.webp,https://cdn.aigptimage.com/assets/images/gallery/9-16-cosplayer-portrait-screenshot-01.webp,1800,3224,251798,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case8/output.jpg
urban-turn-back-street-portrait,1,cover,urban-turn-back-street-portrait-01.webp,assets/images/gallery/urban-turn-back-street-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/urban-turn-back-street-portrait-01.webp,1800,2700,281480,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case9/output.jpg
sam-altman-skatepark-snapshot,1,cover,sam-altman-skatepark-snapshot-01.webp,assets/images/gallery/sam-altman-skatepark-snapshot-01.webp,https://cdn.aigptimage.com/assets/images/gallery/sam-altman-skatepark-snapshot-01.webp,1800,2775,151938,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case10/output.jpg
korean-idol-3x3-grid-portrait,1,cover,korean-idol-3x3-grid-portrait-01.webp,assets/images/gallery/korean-idol-3x3-grid-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/korean-idol-3x3-grid-portrait-01.webp,1800,3198,146104,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case11/output.jpg
ccd-camera-flash-korean-idol,1,cover,ccd-camera-flash-korean-idol-01.webp,assets/images/gallery/ccd-camera-flash-korean-idol-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ccd-camera-flash-korean-idol-01.webp,1800,3198,144946,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case12/output.jpg
korean-idol-3x3-collage-portrait,1,cover,korean-idol-3x3-collage-portrait-01.webp,assets/images/gallery/korean-idol-3x3-collage-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/korean-idol-3x3-collage-portrait-01.webp,1800,3198,185930,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case13/output.jpg
soft-black-mist-editorial-portrait,1,cover,soft-black-mist-editorial-portrait-01.webp,assets/images/gallery/soft-black-mist-editorial-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/soft-black-mist-editorial-portrait-01.webp,1800,3198,116844,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case14/output.jpg
fujifilm-strawberry-school-portrait,1,cover,fujifilm-strawberry-school-portrait-01.webp,assets/images/gallery/fujifilm-strawberry-school-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/fujifilm-strawberry-school-portrait-01.webp,1800,3198,219506,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case15/output.jpg
soft-black-mist-idol-portrait,1,cover,soft-black-mist-idol-portrait-01.webp,assets/images/gallery/soft-black-mist-idol-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/soft-black-mist-idol-portrait-01.webp,1800,3198,85676,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case16/output.jpg
fujifilm-couple-portrait,1,cover,fujifilm-couple-portrait-01.webp,assets/images/gallery/fujifilm-couple-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/fujifilm-couple-portrait-01.webp,1800,3198,206020,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case17/output.jpg
ai-self-perception-portrait,1,cover,ai-self-perception-portrait-01.webp,assets/images/gallery/ai-self-perception-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ai-self-perception-portrait-01.webp,1800,1440,162372,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case18/output.jpg
candid-bedroom-selfie-photorealistic-portrait,1,cover,candid-bedroom-selfie-photorealistic-portrait-01.webp,assets/images/gallery/candid-bedroom-selfie-photorealistic-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/candid-bedroom-selfie-photorealistic-portrait-01.webp,1800,2250,173488,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case26/output.jpg
musician-leaving-bodega-night-cinematic-portrait,1,cover,musician-leaving-bodega-night-cinematic-portrait-01.webp,assets/images/gallery/musician-leaving-bodega-night-cinematic-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/musician-leaving-bodega-night-cinematic-portrait-01.webp,1800,982,205540,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case27/output.jpg
old-delhi-sweet-shop-storefront-documentary-photo,1,cover,old-delhi-sweet-shop-storefront-documentary-photo-01.webp,assets/images/gallery/old-delhi-sweet-shop-storefront-documentary-photo-01.webp,https://cdn.aigptimage.com/assets/images/gallery/old-delhi-sweet-shop-storefront-documentary-photo-01.webp,1800,982,268346,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case28/output.jpg
cyberpunk-sci-fi-side-profile-portrait,1,cover,cyberpunk-sci-fi-side-profile-portrait-01.webp,assets/images/gallery/cyberpunk-sci-fi-side-profile-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/cyberpunk-sci-fi-side-profile-portrait-01.webp,1800,2250,301924,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case29/output.jpg
realistic-candid-bedroom-recording-portrait,1,cover,realistic-candid-bedroom-recording-portrait-01.webp,assets/images/gallery/realistic-candid-bedroom-recording-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/realistic-candid-bedroom-recording-portrait-01.webp,1800,2711,215694,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case30/output.jpg
toddler-crayon-scribble-art-style-portrait,1,cover,toddler-crayon-scribble-art-style-portrait-01.webp,assets/images/gallery/toddler-crayon-scribble-art-style-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/toddler-crayon-scribble-art-style-portrait-01.webp,1800,1350,284596,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case31/output.jpg
restored-vintage-mother-and-child-portrait,1,cover,restored-vintage-mother-and-child-portrait-01.webp,assets/images/gallery/restored-vintage-mother-and-child-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/restored-vintage-mother-and-child-portrait-01.webp,1800,1800,107360,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case82/output.jpg
damaged-vintage-mother-and-child-photo,1,cover,damaged-vintage-mother-and-child-photo-01.webp,assets/images/gallery/damaged-vintage-mother-and-child-photo-01.webp,https://cdn.aigptimage.com/assets/images/gallery/damaged-vintage-mother-and-child-photo-01.webp,1800,1902,138750,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case83/output.jpg
ink-etched-family-portrait,1,cover,ink-etched-family-portrait-01.webp,assets/images/gallery/ink-etched-family-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ink-etched-family-portrait-01.webp,1800,2250,797674,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case84/output.jpg
vintage-engraved-hoodie-portrait,1,cover,vintage-engraved-hoodie-portrait-01.webp,assets/images/gallery/vintage-engraved-hoodie-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/vintage-engraved-hoodie-portrait-01.webp,1800,1800,454940,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case85/output.jpg
dreamy-backlit-editorial-portrait,1,cover,dreamy-backlit-editorial-portrait-01.webp,assets/images/gallery/dreamy-backlit-editorial-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dreamy-backlit-editorial-portrait-01.webp,1800,3198,158734,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case86/output.jpg
3d-cartoon-character-render,1,cover,3d-cartoon-character-render-01.webp,assets/images/gallery/3d-cartoon-character-render-01.webp,https://cdn.aigptimage.com/assets/images/gallery/3d-cartoon-character-render-01.webp,1800,1800,101994,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case87/output.jpg
young-woman-in-sequin-dress-on-stairs,1,cover,young-woman-in-sequin-dress-on-stairs-01.webp,assets/images/gallery/young-woman-in-sequin-dress-on-stairs-01.webp,https://cdn.aigptimage.com/assets/images/gallery/young-woman-in-sequin-dress-on-stairs-01.webp,1800,2700,187880,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case88/output.jpg
luxury-studio-outfit-transformation,1,cover,luxury-studio-outfit-transformation-01.webp,assets/images/gallery/luxury-studio-outfit-transformation-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-studio-outfit-transformation-01.webp,1800,1800,48418,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case89/output.jpg
blonde-maid-in-warm-cafe,1,cover,blonde-maid-in-warm-cafe-01.webp,assets/images/gallery/blonde-maid-in-warm-cafe-01.webp,https://cdn.aigptimage.com/assets/images/gallery/blonde-maid-in-warm-cafe-01.webp,1800,2250,242782,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case90/output.jpg
dreamy-oriental-female-portrait-prompt,1,cover,dreamy-oriental-female-portrait-prompt-01.webp,assets/images/gallery/dreamy-oriental-female-portrait-prompt-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dreamy-oriental-female-portrait-prompt-01.webp,1800,3198,421544,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case91/output.jpg
monochrome-hermes-inspired-avatar,1,cover,monochrome-hermes-inspired-avatar-01.webp,assets/images/gallery/monochrome-hermes-inspired-avatar-01.webp,https://cdn.aigptimage.com/assets/images/gallery/monochrome-hermes-inspired-avatar-01.webp,1800,1800,108054,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case92/output.jpg
cyber-crystal-anime-girl-portrait,1,cover,cyber-crystal-anime-girl-portrait-01.webp,assets/images/gallery/cyber-crystal-anime-girl-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/cyber-crystal-anime-girl-portrait-01.webp,1800,2700,533440,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case93/output.jpg
pastel-lavender-anime-girl-portrait,1,cover,pastel-lavender-anime-girl-portrait-01.webp,assets/images/gallery/pastel-lavender-anime-girl-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/pastel-lavender-anime-girl-portrait-01.webp,1800,2700,330166,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case94/output.jpg
lavender-ai-girl-in-memory-space,1,cover,lavender-ai-girl-in-memory-space-01.webp,assets/images/gallery/lavender-ai-girl-in-memory-space-01.webp,https://cdn.aigptimage.com/assets/images/gallery/lavender-ai-girl-in-memory-space-01.webp,1800,2700,340662,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case95/output.jpg
pastel-ai-assistant-anime-portrait,1,cover,pastel-ai-assistant-anime-portrait-01.webp,assets/images/gallery/pastel-ai-assistant-anime-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/pastel-ai-assistant-anime-portrait-01.webp,1800,2700,276716,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case96/output.jpg
